1-cool,,2-cool,,3-cool,,4-cool,,5-cool,,6-cool,,7-cool,,8-cool,,9-cool,,10-cool,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
1020,0.0394194607785497,1020,0.0295042563015308,1020,0.0314756603634817,1020,0.035008224270584,1020,0.0314275419821461,1020,0.0330371239675236,1020,0.0330385764323002,1020,0.034727724582767,1020,0.0369254302596243,1020,0.0362217032972694
1019,0.0387700413173731,1019,0.0307506094492746,1019,0.0312585715361057,1019,0.0348330870702352,1019,0.0312985197531471,1019,0.0339901462071922,1019,0.0332998477152769,1019,0.035134255655578,1019,0.0371322876195687,1019,0.0362446078584535
1018,0.0398713527394549,1018,0.0307273815631482,1018,0.0312247185768485,1018,0.0350386974452799,1018,0.0316564650279306,1018,0.0336784403929136,1018,0.0338382809548336,1018,0.035747310333608,1018,0.0375646438128151,1018,0.0363578821993539
1017,0.0397731296208042,1017,0.0302257568477587,1017,0.0312182932104007,1017,0.0348739825656811,1017,0.0319495312073895,1017,0.0337753225472453,1017,0.0336004579863746,1017,0.03559317177763,1017,0.0375037109988757,1017,0.0372038564804201
1016,0.0396273112513511,1016,0.0303074934045813,1016,0.0313240039617179,1016,0.0347250046227863,1016,0.0329094098572792,1016,0.033707393667033,1016,0.0340799860943651,1016,0.0354276286126835,1016,0.037401874352464,1016,0.0368768733717049
1015,0.0401074968730583,1015,0.0308684350853336,1015,0.0315870293610039,1015,0.0345472627286898,1015,0.0322529998235331,1015,0.0341528739230676,1015,0.0342175955752486,1015,0.0351382131449974,1015,0.0374103668813273,1015,0.0366019797592831
1014,0.0398708987397989,1014,0.0307137399267979,1014,0.0315813224322299,1014,0.0358295867913534,1014,0.0318871245730505,1014,0.0342223849686998,1014,0.0340055428115277,1014,0.0356314413693858,1014,0.0379579634614725,1014,0.036841424354011
1013,0.0401303233755921,1013,0.0303946867701182,1013,0.0318095745385636,1013,0.035701835878326,1013,0.0326691365723131,1013,0.0346693192897755,1013,0.0340373735224245,1013,0.0358065354432678,1013,0.0381998529981496,1013,0.0373798679075448
1012,0.0404535720677304,1012,0.0314468554866195,1012,0.0323076790482494,1012,0.035900238361189,1012,0.0331343660347496,1012,0.034757084410392,1012,0.03472172386898,1012,0.0366566741725257,1012,0.0384699337385479,1012,0.0383439486738269
1011,0.0406165231123893,1011,0.0314419017969481,1011,0.0323966973870471,1011,0.0362744362477551,1011,0.0335313819693062,1011,0.0348570404803232,1011,0.0354226854803155,1011,0.0370858503064556,1011,0.038873671437025,1011,0.0384123521911348
1010,0.0407156763707324,1010,0.031851857646605,1010,0.0327939604751043,1010,0.0362085632650779,1010,0.0333230458974453,1010,0.0348290762653569,1010,0.035614076334934,1010,0.0371086877087966,1010,0.0390213892197996,1010,0.0387213909630097
1009,0.0409286708772153,1009,0.0318980172279272,1009,0.0331715813424171,1009,0.0360863546874314,1009,0.0330861752736687,1009,0.0351400375316966,1009,0.035541420468897,1009,0.037165617276565,1009,0.0398138971787099,1009,0.0383314511381675
1008,0.0412548487209178,1008,0.0310921416353716,1008,0.0328879370202214,1008,0.0360684932846284,1008,0.0332622022182075,1008,0.035418360285646,1008,0.0358916909624654,1008,0.0373356044744548,1008,0.0392697090627495,1008,0.0387759567117
1007,0.0410619806608923,1007,0.0315711058250901,1007,0.0324346026507196,1007,0.0368934999014495,1007,0.0338023795533996,1007,0.035576904007877,1007,0.0355515623405146,1007,0.0376195160611835,1007,0.0392083099160107,1007,0.0386100166065256
1006,0.0412230823519893,1006,0.0316842535414511,1006,0.0327285295188703,1006,0.036349185060008,1006,0.0334285433820426,1006,0.0354772877458045,1006,0.035626552114703,1006,0.0375616237823302,1006,0.0394127712958583,1006,0.0393456270694032
1005,0.0411726480519389,1005,0.0328190859019146,1005,0.0327256824911668,1005,0.0362577489812735,1005,0.0343879175753593,1005,0.0351402901396898,1005,0.0360808977399823,1005,0.0372962253778812,1005,0.0398419288681426,1005,0.0386525143248152
1004,0.0417378356370455,1004,0.032284423503493,1004,0.0330470399294452,1004,0.0368002586570543,1004,0.0339774654139018,1004,0.0355527142024065,1004,0.0358745685546098,1004,0.0373267184781026,1004,0.0387010154705089,1004,0.0388868074217672
1003,0.0417668182605462,1003,0.0323230718922684,1003,0.0331756048099442,1003,0.0365307634249456,1003,0.0334529506633148,1003,0.0360626709073569,1003,0.0362187770030136,1003,0.0375272194968653,1003,0.0398136702088519,1003,0.039368895378999
1002,0.0419782475854125,1002,0.0322436595939334,1002,0.0336489016503066,1002,0.0371535483743879,1002,0.034855525822758,1002,0.036104385604463,1002,0.0361363705236684,1002,0.0381821588461191,1002,0.0400500384515565,1002,0.0394057417810083
1001,0.042142000004604,1001,0.0326406710281232,1001,0.0335360519448204,1001,0.0375078876858714,1001,0.0346912729264998,1001,0.0365086884507827,1001,0.037097607189531,1001,0.0383371909119248,1001,0.0401449738526129,1001,0.0399537615382586
1000,0.0425344927798875,1000,0.0331703798975355,1000,0.0338151391815297,1000,0.0374993932498157,1000,0.034481791305669,1000,0.0368184601198673,1000,0.0366375782239972,1000,0.0381662460311607,1000,0.040532425463558,1000,0.0396280202282586
999,0.0424185686261234,999,0.032814730723791,999,0.0338219668558124,999,0.0380192425885372,999,0.0352418504565568,999,0.0369061533989316,999,0.0372102582100745,999,0.0383084362555664,999,0.0406047274281771,999,0.039903219026027
998,0.0423498166148534,998,0.0337865424662157,998,0.0339671083077773,998,0.037520305100654,998,0.0352688024551181,998,0.0367998078565105,998,0.0369210337073046,998,0.0385438733053178,998,0.041186821433955,998,0.0397220408194768
997,0.0429348559761168,997,0.0337490506041877,997,0.0344285469978919,997,0.0378040268542185,997,0.0348296372148602,997,0.0370885850925775,997,0.0372530422357489,997,0.0386453556296166,997,0.040712435338706,997,0.0402612014462635
996,0.0429072811490679,996,0.0337069180904166,996,0.0346163603584398,996,0.0382754711159553,996,0.0348731410557767,996,0.0373094829844704,996,0.0368905408962054,996,0.0386082341699299,996,0.0408225018127322,996,0.0405861392170339
995,0.0431323600540193,995,0.0331334720125299,995,0.0345494490167043,995,0.0378344991463357,995,0.0351804847498265,995,0.0371752331606521,995,0.0368588385337175,995,0.0381767885591928,995,0.0408137432417418,995,0.0400970209321407
994,0.0426773495534997,994,0.033243087268408,994,0.0341679682447639,994,0.0378321268058831,994,0.0350136116375879,994,0.036653209800933,994,0.037289624933164,994,0.0385973133689203,994,0.0410810729702314,994,0.0406237143734544
993,0.0434973357615591,993,0.0343314349832643,993,0.0349977583788335,993,0.0384266903007391,993,0.0355967681889419,993,0.0377579412215809,993,0.0377583930177719,993,0.0393722964543772,993,0.0417954893073567,993,0.041190862924824
992,0.0448033300028177,992,0.0354736080564283,992,0.0362916869965678,992,0.0398368217453985,992,0.036958574932693,992,0.0387745698416845,992,0.0391150802792955,992,0.0404997457424759,992,0.0430395133755337,992,0.0423815228111398
991,0.0447464521810112,991,0.0357868303218066,991,0.0366453235296336,991,0.0399843282811165,991,0.0372388274313953,991,0.039266677152186,991,0.0391590722023592,991,0.040949264936064,991,0.0430291379631796,991,0.042820024787382
